chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr16	23508015	23511111	1038.9	-0.3	1.238e-03	2.122e-02
chr22	49925222	49926404	121.9	0.7	3.548e-03	2.122e-02
chrX	44871692	44875475	1256.8	-0.2	1.867e-03	2.126e-02
chr17	8185552	8190795	2425.3	-0.1	4.496e-03	2.131e-02
chr10	132397230	132397565	10.6	3.3	1.042e-03	2.137e-02
chr22	41925038	41927087	576.6	-0.3	2.396e-03	2.149e-02
chr5	168577948	168580498	1029.2	-0.3	1.890e-03	2.149e-02
chr16	50840887	50842039	65.8	0.9	4.191e-03	2.158e-02
chr3	197733680	197738057	1598	-0.2	4.566e-03	2.160e-02
chr17	2239840	2241225	143.8	-0.7	3.626e-03	2.160e-02
chr17	76710223	76711382	90.8	0.8	2.902e-03	2.160e-02
chr19	3572056	3574313	698.8	-0.3	2.416e-03	2.160e-02
chr20	45833345	45834618	277	0.4	4.170e-03	2.160e-02
chr8	38029616	38032351	1345.2	0.2	2.305e-03	2.160e-02
chr11	2988027	2993777	1747.8	-0.2	2.983e-03	2.162e-02
chr22	35744533	35746765	165.9	-0.6	3.908e-03	2.168e-02
chr1	116167930	116168693	69.9	0.9	3.795e-03	2.168e-02
chr11	129279265	129280292	50.7	1.1	4.230e-03	2.170e-02
chr15	48645257	48645945	14.8	2.5	1.022e-03	2.173e-02
chr1	200028472	200031224	827.5	-0.3	1.279e-03	2.175e-02
chr19	49923218	49925042	181	0.5	4.194e-03	2.175e-02
chr5	31638504	31639820	305.8	0.4	3.931e-03	2.175e-02
chr6	156394684	156397833	481.4	-0.3	2.453e-03	2.201e-02
chr5	141878056	141878958	29	1.4	4.575e-03	2.202e-02
chr12	121535269	121538504	1053.7	0.3	1.343e-03	2.207e-02
chr11	17013015	17015267	386.8	0.4	4.273e-03	2.211e-02
chr11	66069251	66072666	1234.5	-0.2	1.959e-03	2.211e-02
chr19	45882617	45884407	399.7	-0.4	4.424e-03	2.214e-02
chr21	46229150	46230421	450.6	-0.3	4.016e-03	2.216e-02
chr2	230924582	230925315	65.1	1	3.904e-03	2.218e-02
chr22	23772397	23773461	150	0.6	3.003e-03	2.218e-02
chr7	7270975	7274333	444.9	0.4	4.438e-03	2.218e-02
chr2	135792959	135795130	212.8	-0.5	4.060e-03	2.218e-02
chr7	23272890	23274704	163.8	-0.6	4.300e-03	2.218e-02
chr2	104872912	104873795	210.6	0.5	4.056e-03	2.232e-02
chr3	187043796	187044306	15.3	2.4	1.102e-03	2.232e-02
chrX	118839105	118840041	109.2	0.7	4.302e-03	2.233e-02
chr6	31493033	31499014	1387.6	-0.2	2.428e-03	2.235e-02
chr2	70124108	70125911	294.3	0.4	4.168e-03	2.243e-02
chr2	218395543	218401665	1658	-0.2	3.135e-03	2.250e-02
chr11	45771314	45772212	119.9	0.7	3.823e-03	2.250e-02
chr11	128686165	128687718	110.3	0.7	3.080e-03	2.264e-02
chr18	13724805	13728083	2553.4	-0.2	3.109e-03	2.264e-02
chr3	133927178	133928443	92.6	0.8	3.081e-03	2.264e-02
chr20	5504010	5504779	95	0.8	3.859e-03	2.264e-02
chr3	188753372	188754686	88.6	-0.8	4.378e-03	2.264e-02
chr4	119298672	119301233	832.3	-0.3	1.333e-03	2.264e-02
chr6	156882962	156884063	68	-0.9	4.303e-03	2.264e-02
chr2	26503233	26504156	143	0.6	3.427e-03	2.267e-02
chr17	16988338	16989393	156.6	-0.6	4.444e-03	2.277e-02
chrX	10156379	10159025	313.4	0.4	4.162e-03	2.277e-02
chr1	51514302	51519662	1483.4	-0.2	3.192e-03	2.280e-02
chr7	20797238	20798757	244.3	0.5	4.172e-03	2.280e-02
chr1	84994202	84999455	1776.3	-0.2	3.214e-03	2.294e-02
chr4	7066658	7069165	1064.3	-0.2	1.430e-03	2.304e-02
chr2	222423599	222425691	421.6	-0.3	4.521e-03	2.312e-02
chr8	23243557	23247730	466.9	-0.3	4.528e-03	2.315e-02
chr12	32678801	32681392	896.2	-0.3	1.372e-03	2.320e-02
chr22	19714581	19715024	13	2.7	1.336e-03	2.320e-02
chr14	91350499	91352511	128.1	-0.7	3.536e-03	2.328e-02
chr7	44977560	44980031	671.6	-0.3	1.442e-03	2.335e-02
chr12	92139434	92148136	2305.8	-0.1	5.054e-03	2.341e-02
chr1	35078935	35080545	488.6	-0.3	2.684e-03	2.353e-02
chr12	12786429	12787777	564.5	0.3	2.330e-03	2.353e-02
chr17	44362935	44364150	255.2	0.5	4.417e-03	2.353e-02
chr9	91193060	91194366	160.3	0.6	4.333e-03	2.355e-02
chr6	35496207	35498372	529.7	0.3	2.673e-03	2.357e-02
chr12	6442591	6447596	1158.3	-0.2	1.418e-03	2.366e-02
chr1	33255536	33257656	189.3	0.5	4.670e-03	2.367e-02
chr9	78296162	78299264	1047.3	0.3	1.422e-03	2.370e-02
chr20	3795416	3799188	1236.2	-0.2	2.611e-03	2.373e-02
chr12	6962620	6965038	416.5	-0.3	4.695e-03	2.376e-02
chr10	22436425	22438159	461.6	0.3	4.834e-03	2.376e-02
chr17	17751661	17753499	477.3	-0.4	2.724e-03	2.395e-02
chr3	105353581	105354166	27.4	1.4	4.711e-03	2.395e-02
chr2	131490422	131495026	2058	-0.2	5.233e-03	2.410e-02
chr3	38163976	38167272	1358.3	-0.2	2.184e-03	2.414e-02
chr17	64016173	64021224	697	-0.3	2.224e-03	2.451e-02
chr12	6913927	6915683	466.7	-0.3	4.540e-03	2.455e-02
chr12	56633817	56636929	1222.6	-0.2	1.479e-03	2.456e-02
chr2	65383988	65384833	36.5	-1.2	4.413e-03	2.457e-02
chr3	161371895	161372914	33.2	1.3	5.230e-03	2.459e-02
chr8	23067483	23069850	725.2	0.3	2.235e-03	2.459e-02
chr8	63009531	63010306	38.1	-1.2	4.757e-03	2.467e-02
chr4	164937610	164938023	14	-2.5	1.244e-03	2.470e-02
chr5	783980	785627	119.7	0.7	3.793e-03	2.473e-02
chr5	116575746	116576811	76.1	0.8	4.963e-03	2.476e-02
chr8	143877812	143879063	141.8	0.6	3.433e-03	2.479e-02
chr2	158456048	158458658	964.4	0.3	1.571e-03	2.497e-02
chr14	105598012	105598571	41.7	-1.1	5.341e-03	2.504e-02
chr5	157487306	157488479	40.2	-1.2	4.918e-03	2.504e-02
chr10	77926370	77927173	21	1.8	2.025e-03	2.507e-02
chr17	78277747	78278608	65.3	-0.9	4.971e-03	2.507e-02
chr18	13136325	13138942	976.9	0.3	1.428e-03	2.507e-02
chr6	26215205	26220408	957.7	-0.3	2.284e-03	2.507e-02
chr18	10925955	10929009	153.5	-0.6	4.948e-03	2.509e-02
chr1	182788938	182790333	478.1	0.4	2.859e-03	2.511e-02
chr7	5296900	5297963	132.2	-0.7	4.957e-03	2.511e-02
chr1	13699405	13705855	1295.1	0.2	2.778e-03	2.516e-02
chr18	79487656	79488176	39.3	-1.1	5.388e-03	2.516e-02
chr4	174521802	174523418	281.6	0.4	4.731e-03	2.517e-02
chr1	5991015	5994896	1560.7	-0.2	3.543e-03	2.519e-02
chr1	211577455	211580030	1128.5	0.2	1.582e-03	2.519e-02
chr3	53494000	53494563	22.1	1.9	2.075e-03	2.519e-02
chr15	37045800	37046676	28.9	1.4	4.585e-03	2.529e-02
chr3	128993684	128994908	102.1	0.7	4.948e-03	2.544e-02
chr6	52573894	52577957	1704.4	-0.2	3.670e-03	2.545e-02
chr9	124040872	124041728	116.7	0.7	5.053e-03	2.550e-02
chr1	25615895	25618183	610.8	0.3	2.993e-03	2.554e-02
chr5	154857067	154860816	1474	-0.2	3.687e-03	2.554e-02
chrY	11334128	11334483	22.8	1.8	1.957e-03	2.557e-02
chr12	4268697	4270421	211.6	0.5	5.113e-03	2.557e-02
chr16	89034689	89035732	37.3	-1.2	5.074e-03	2.561e-02
chr7	151769415	151770018	35.5	1.2	5.032e-03	2.579e-02
chr10	79068588	79069814	127.5	0.6	4.005e-03	2.580e-02
chr21	34882910	34890801	2619.4	-0.1	3.705e-03	2.580e-02
chr5	122700720	122702108	68.9	-1	5.251e-03	2.589e-02
chr18	46028025	46028683	94.3	0.8	4.038e-03	2.599e-02
chrX	48508082	48509631	306.8	0.4	5.383e-03	2.599e-02
chr13	25017817	25019098	170.5	0.5	5.217e-03	2.601e-02
chr20	37406352	37407017	49.6	1.1	4.051e-03	2.605e-02
chr11	67435068	67439859	1206.9	-0.2	2.407e-03	2.614e-02
chr3	126982029	126984379	257.2	0.4	5.273e-03	2.614e-02
chr6	41027903	41028698	76.1	0.8	5.119e-03	2.614e-02
chr9	36144549	36144991	12.5	2.7	1.544e-03	2.614e-02
chr15	90884161	90884664	20.5	1.7	4.508e-03	2.623e-02
chr17	50147211	50152529	1719.1	-0.2	3.813e-03	2.623e-02
chr3	52532267	52535288	1023.4	-0.2	2.421e-03	2.623e-02
chr1	149843281	149846345	481.2	-0.4	3.032e-03	2.630e-02
chr19	1604213	1606675	1064	-0.2	2.438e-03	2.640e-02
chr21	37220179	37221815	537	0.3	3.078e-03	2.645e-02
chr22	36331520	36332608	156.5	-0.6	5.352e-03	2.645e-02
chr7	6347938	6349564	480.3	-0.3	3.052e-03	2.645e-02
chr4	52051168	52052097	23.4	1.8	2.044e-03	2.647e-02
chr1	209675247	209675811	11.7	2.8	1.578e-03	2.660e-02
chr15	66149435	66154488	2575.9	-0.1	5.918e-03	2.662e-02
chr1	173669446	173669952	26.3	1.5	4.599e-03	2.666e-02
chr12	108768404	108769241	48.8	1.1	4.177e-03	2.667e-02
chr3	37451547	37452049	27.4	1.4	5.253e-03	2.667e-02
chr15	100349585	100350471	210.5	0.5	5.058e-03	2.670e-02
chr8	80167365	80172527	2913.2	-0.1	5.946e-03	2.670e-02
chr18	58043133	58047553	1727.4	-0.2	3.908e-03	2.673e-02
chr16	67013428	67014770	287.5	0.4	5.411e-03	2.674e-02
chr17	42180615	42181792	219	0.5	5.119e-03	2.678e-02
chr6	37168551	37173382	2860.4	-0.1	5.992e-03	2.686e-02
chr1	178486664	178487252	18.7	1.9	2.215e-03	2.688e-02
chr22	49724278	49725101	56.6	1	5.441e-03	2.689e-02
chr19	49869171	49870472	161.4	-0.6	5.163e-03	2.697e-02
chr15	89017377	89018019	25	1.6	3.280e-03	2.698e-02
chr3	169964945	169969749	1326.2	-0.2	3.063e-03	2.699e-02
chr2	60880388	60886485	1904.3	-0.2	6.035e-03	2.699e-02
chr10	70494385	70495100	39	-1.1	5.901e-03	2.700e-02
chr22	22041585	22046702	938.6	-0.3	1.730e-03	2.701e-02
chr4	3292042	3294027	356.5	0.4	5.094e-03	2.701e-02
chr6	470516	471171	45.1	1.1	5.911e-03	2.701e-02
chr6	37101118	37103488	459.5	-0.3	5.671e-03	2.701e-02
chr1	30908631	30909331	39.4	1.2	5.365e-03	2.704e-02
chr1	205679491	205681168	400.9	0.4	5.529e-03	2.706e-02
chr16	27401935	27403938	204.7	0.5	5.513e-03	2.706e-02
chr3	111998770	111999730	57.5	0.9	5.373e-03	2.706e-02
chr3	52409029	52412171	1120.7	-0.2	1.688e-03	2.715e-02
chr8	61138955	61140080	358.8	0.4	5.566e-03	2.720e-02
chr10	114543661	114544421	60.3	-0.9	5.431e-03	2.731e-02
chr1	161067962	161070341	867.4	-0.3	1.712e-03	2.750e-02
chr1	23177389	23178182	75.4	0.8	5.482e-03	2.755e-02
chr20	51380850	51381439	29.8	-1.3	6.076e-03	2.766e-02
chr20	44234581	44235078	13.1	2.5	1.668e-03	2.775e-02
chr5	150155725	150156429	33.1	1.3	5.614e-03	2.775e-02
chr7	76267070	76267453	13.6	2.5	1.668e-03	2.775e-02
chr3	88057744	88061110	1526.9	-0.2	6.267e-03	2.782e-02
chr14	35533110	35535460	1189.7	0.2	1.637e-03	2.789e-02
chr14	74257121	74258528	119.3	0.7	5.574e-03	2.794e-02
chr10	22475947	22476388	10.9	3	1.462e-03	2.805e-02
chr11	95150336	95151866	458.9	0.3	5.939e-03	2.805e-02
chr17	19463484	19463920	24.9	-1.6	3.445e-03	2.805e-02
chr22	37051385	37052542	227.5	0.5	5.427e-03	2.805e-02
chr14	61812666	61813116	11.7	2.8	1.405e-03	2.807e-02
chr3	13416509	13417322	30.6	-1.3	5.688e-03	2.844e-02
chr14	59187637	59190786	1543.3	-0.2	4.203e-03	2.849e-02
chr15	74722118	74727005	1071.5	-0.4	1.858e-03	2.850e-02
chr9	36166133	36166857	108.9	0.7	4.099e-03	2.855e-02
chr8	28400936	28402210	117.9	0.7	4.108e-03	2.860e-02
chr1	234522865	234523737	29.2	1.3	5.830e-03	2.865e-02
chr7	10121868	10122983	66.6	-0.9	5.880e-03	2.865e-02
chr2	190627851	190628360	23.7	1.6	5.043e-03	2.870e-02
chr14	22508418	22509611	60.4	-0.9	4.578e-03	2.871e-02
chr1	23626949	23628153	99.1	-0.7	5.784e-03	2.883e-02
chr14	62116802	62118197	290.2	0.4	5.964e-03	2.884e-02
chr6	35140924	35141534	42.4	1.1	5.928e-03	2.884e-02
chr8	94119610	94120521	198.9	0.5	5.943e-03	2.884e-02
chr2	191245021	191245798	23.6	1.6	3.568e-03	2.888e-02
chr9	35489363	35490510	121.2	0.7	5.956e-03	2.910e-02
chr13	113758461	113759831	320.1	0.4	6.027e-03	2.910e-02
chr7	27220379	27220963	33.6	1.3	6.468e-03	2.913e-02
chr8	98939785	98946074	1453	0.2	4.318e-03	2.917e-02
chr10	87659372	87660622	205	0.5	5.668e-03	2.929e-02
chr2	11873581	11874932	62	-0.9	5.501e-03	2.929e-02
chr1	21397612	21398500	107.2	0.7	4.712e-03	2.940e-02
chr13	23466408	23466916	46.6	1	5.530e-03	2.940e-02
chr15	40357660	40359167	409	0.3	5.639e-03	2.940e-02
chr20	35952604	35955516	1803.4	-0.2	6.702e-03	2.941e-02
chr16	2965826	2971337	2045	-0.2	6.742e-03	2.957e-02
chr22	46080112	46081840	176.4	0.5	6.129e-03	2.960e-02
chr19	12983320	12983725	17.1	2	2.498e-03	2.963e-02
chr19	18386949	18387326	11.8	2.8	1.563e-03	2.963e-02
chr15	59407529	59408586	55.1	-1	5.597e-03	2.969e-02
chr7	3300604	3302192	156.6	0.6	6.163e-03	2.972e-02
chr4	128553026	128553652	43	1.1	6.161e-03	2.975e-02
chr6	14210396	14211850	369.1	0.4	5.789e-03	2.976e-02
chrX	129653506	129655308	195.2	-0.5	5.789e-03	2.976e-02
chr22	50487015	50487654	36.6	1.2	6.036e-03	2.981e-02
chr16	67235710	67236699	52.6	1	6.184e-03	2.982e-02
chr17	61403008	61403663	22	1.8	3.719e-03	2.984e-02
chr19	12832587	12836514	761.4	-0.3	2.854e-03	2.984e-02
chr13	30735046	30738353	557.3	0.3	3.624e-03	2.994e-02
chr9	112174238	112176031	605.3	0.3	3.634e-03	3.002e-02
chr12	12999788	13001599	197.9	0.5	5.997e-03	3.009e-02
chr3	118808827	118811011	136.9	-0.6	5.478e-03	3.009e-02
chr6	31307896	31308937	202.4	0.5	6.292e-03	3.009e-02
chr8	85175678	85179380	2094.5	-0.2	4.512e-03	3.019e-02
chr7	87474169	87476646	691.6	0.3	2.896e-03	3.020e-02
chr15	41331087	41335093	1893.3	-0.2	4.532e-03	3.023e-02
chr8	143368110	143370241	972.1	0.2	2.897e-03	3.028e-02
chr20	44584641	44586246	96.7	-0.8	4.432e-03	3.037e-02
chr11	68459623	68462996	1225.1	-0.2	3.548e-03	3.038e-02
chr4	38780623	38783098	548.9	-0.3	3.721e-03	3.038e-02
chr19	1811569	1813582	374.4	-0.4	6.388e-03	3.045e-02
chr1	32961921	32965380	928.1	-0.3	1.949e-03	3.054e-02
chr1	112465798	112466612	50.4	1	6.229e-03	3.054e-02
chr9	134175415	134175932	37.1	-1.2	6.228e-03	3.054e-02
chr1	24189447	24190976	44.3	1.1	6.255e-03	3.065e-02
chr9	111895674	111899469	1496.2	-0.2	7.068e-03	3.065e-02
chr2	219002583	219003224	20.6	1.7	3.848e-03	3.066e-02
chr10	50659745	50660347	39.3	1.1	6.414e-03	3.068e-02
chr9	113580524	113582658	166.2	-0.5	6.164e-03	3.074e-02
chr2	44972876	44973707	27.5	1.4	6.953e-03	3.082e-02
chr2	177276624	177278543	101.5	-0.7	6.431e-03	3.089e-02
chr8	22578817	22580304	71.9	0.8	6.569e-03	3.093e-02
chr8	142638028	142639262	72	0.9	5.047e-03	3.102e-02
chr3	50611021	50612579	221.9	0.5	6.520e-03	3.105e-02
chr12	27821787	27824873	399	-0.4	6.111e-03	3.105e-02
chr17	42422560	42423327	22.7	1.7	2.667e-03	3.119e-02
chr3	119702460	119703488	83.2	0.8	6.393e-03	3.119e-02
chr10	125895701	125896985	241.8	0.4	6.590e-03	3.122e-02
chr16	81827366	81827895	20.6	-1.7	3.938e-03	3.123e-02
chr20	62832228	62833849	201.2	-0.5	6.285e-03	3.123e-02
chr1	248857579	248859895	767.8	-0.3	2.078e-03	3.132e-02
chr17	7043313	7044149	34.4	1.2	6.588e-03	3.134e-02
chr4	705221	707632	836	-0.3	3.037e-03	3.134e-02
chr15	51621789	51623524	524.7	0.3	3.854e-03	3.143e-02
chr17	40340901	40342713	493.1	0.3	3.804e-03	3.148e-02
chr6	96607886	96610248	163.9	-0.5	6.673e-03	3.148e-02
chr7	130254772	130255159	28.7	1.3	7.151e-03	3.148e-02
chr8	144412738	144414215	387.1	-0.4	6.161e-03	3.148e-02
chr9	4666202	4666806	56.8	1	5.149e-03	3.148e-02
chr10	60368259	60371407	111.6	-0.7	5.159e-03	3.150e-02
chr12	76763163	76765531	896.5	-0.3	2.010e-03	3.150e-02
chr1	228646564	228648252	297.1	0.4	6.665e-03	3.152e-02
chr5	61408581	61409331	23.9	1.7	2.754e-03	3.152e-02
chr1	151510375	151512529	550.4	0.3	3.853e-03	3.154e-02
chr17	45452519	45454279	252.6	-0.4	6.712e-03	3.158e-02
chrX	139930448	139933940	789.4	-0.3	2.039e-03	3.158e-02
chr3	150600571	150606338	1757.7	-0.2	4.834e-03	3.159e-02
chr18	45775116	45776086	260.1	0.4	6.336e-03	3.166e-02
chr7	94052565	94054562	86.2	-0.8	5.200e-03	3.166e-02
chr15	79091411	79091972	29.8	1.3	7.235e-03	3.172e-02
chr1	94819863	94820799	50.5	1	6.839e-03	3.185e-02
chr12	116693639	116694207	17.7	1.9	2.754e-03	3.191e-02
chr6	169789909	169790866	144.5	0.6	6.722e-03	3.191e-02
chr20	44582348	44584569	111.4	-0.7	6.643e-03	3.210e-02
chr20	840820	841981	135.7	0.6	5.968e-03	3.214e-02
chr22	22195118	22197528	789.8	0.3	2.159e-03	3.225e-02
chr12	106759324	106760415	99.6	-0.7	4.793e-03	3.225e-02
chr19	1512693	1513656	60	0.9	6.950e-03	3.229e-02
chr8	30155226	30157788	394.5	-0.4	6.911e-03	3.237e-02
chr5	74639775	74641171	140.2	0.6	6.023e-03	3.238e-02
chr6	89117136	89118240	170.1	0.5	6.599e-03	3.241e-02
chr5	55176078	55177008	89.2	0.8	6.034e-03	3.242e-02
chr1	201468403	201469195	16.8	2.2	1.687e-03	3.243e-02
chr19	18428798	18429835	89.3	0.7	6.746e-03	3.247e-02
chr13	49443357	49447771	1126.8	-0.2	1.990e-03	3.253e-02
chr16	2715618	2716056	21.9	1.6	4.158e-03	3.253e-02
chr4	123396468	123400309	1487.3	-0.2	4.990e-03	3.254e-02
chr6	16238061	16239112	70.3	0.8	6.323e-03	3.259e-02
chr13	41500626	41503584	388.5	-0.3	7.193e-03	3.260e-02
chr17	81487912	81488817	56	0.9	6.787e-03	3.260e-02
chr10	133453922	133454936	75.7	-0.8	6.979e-03	3.267e-02
chr14_GL000225v1_random	104705	105123	25.2	1.6	2.839e-03	3.267e-02
chr16	46742402	46743671	237.6	-0.4	6.989e-03	3.267e-02
chr17	80832407	80833561	87.7	0.8	5.412e-03	3.267e-02
chr19	6587223	6591881	1803.9	-0.2	5.025e-03	3.267e-02
chr3	17739177	17743694	1068.6	-0.2	2.221e-03	3.267e-02
chr7	120987727	120989240	277.8	0.4	6.595e-03	3.267e-02
chr17	82297167	82298824	307.8	0.4	7.002e-03	3.269e-02
chr5	119276028	119278493	84.1	-0.8	4.897e-03	3.269e-02
chr7	36152267	36155097	687.1	0.3	3.225e-03	3.271e-02
chr3	182730161	182730764	36.8	1.1	7.550e-03	3.272e-02
chr3	142146640	142150006	1237.5	-0.2	3.224e-03	3.276e-02
chr9	131672422	131677479	1814	-0.2	4.966e-03	3.278e-02
chr3	52224204	52226220	273.5	-0.4	6.740e-03	3.282e-02
chr1	156725007	156729442	1813.4	-0.2	7.787e-03	3.292e-02
chrX	120309013	120311370	265.5	0.4	6.630e-03	3.294e-02
chr2	230415618	230419009	560	-0.3	4.091e-03	3.297e-02
chr4	185394631	185398251	906.1	-0.3	2.234e-03	3.297e-02
chr10	1465309	1466081	25.8	1.4	6.075e-03	3.306e-02
chr2	157628154	157629547	161.6	0.5	7.140e-03	3.306e-02
chr15	62066662	62069041	531	0.3	4.183e-03	3.315e-02
chr4	146520137	146523340	1289.3	-0.2	3.999e-03	3.320e-02
chr9	127608110	127609037	170.7	0.5	7.178e-03	3.320e-02
chr6	31570706	31573097	586.3	-0.3	4.101e-03	3.323e-02
chrX	13085380	13087241	96	-0.7	5.018e-03	3.330e-02
chr10	72691497	72694544	1016.8	-0.2	3.321e-03	3.358e-02
chr12	121132590	121133612	114.6	0.6	6.341e-03	3.362e-02
chr19	47418966	47419585	34.9	1.2	7.073e-03	3.362e-02
chr1	46330636	46332502	126.8	-0.7	5.077e-03	3.365e-02
chr11	32090692	32092016	154.1	0.6	5.640e-03	3.370e-02
chr17	31391076	31392519	92.6	0.7	5.646e-03	3.372e-02
chr6	29723267	29724102	64.1	0.9	7.124e-03	3.382e-02
chr12	57754410	57757237	844.9	-0.3	2.208e-03	3.382e-02
chr17	40442934	40444829	412.1	0.3	7.574e-03	3.391e-02
chr2	213237284	213239690	88.5	-0.8	7.293e-03	3.397e-02
chr1	38559277	38560308	46.5	1	6.695e-03	3.403e-02
chr8	80565830	80566351	33.8	1.2	7.186e-03	3.405e-02
chr4	163611487	163613035	39.2	-1.1	6.714e-03	3.409e-02
chr7	101992925	101993170	13.1	-2.5	2.128e-03	3.409e-02
chr10	60236702	60238670	218.6	-0.5	7.427e-03	3.414e-02
chr1	107793094	107795048	87.9	-0.8	7.368e-03	3.425e-02
chrX	40005200	40005852	12.1	2.7	2.141e-03	3.426e-02
chr16	66516968	66517733	60.5	0.9	7.430e-03	3.432e-02
chr19	574544	575497	78.3	-0.8	7.552e-03	3.438e-02
chr3	48560370	48561130	16.2	-2.1	2.199e-03	3.445e-02
chr6	27591748	27594242	437.7	0.3	7.488e-03	3.448e-02
chr8	43246281	43248020	318.6	0.4	7.017e-03	3.448e-02
chr3	115657881	115659234	215	0.5	7.525e-03	3.463e-02
chr6	167153152	167153925	55	0.9	7.632e-03	3.468e-02
chr19	48363003	48365056	657.4	-0.3	3.469e-03	3.469e-02
chr11	117095496	117099142	671.6	-0.3	2.380e-03	3.472e-02
chr6	166307172	166307780	11.3	2.8	1.849e-03	3.479e-02
chr19	4638832	4640882	497.4	-0.3	4.409e-03	3.481e-02
chr19	11504642	11507543	936.4	-0.2	3.488e-03	3.482e-02
chr4	85474185	85479355	1153.1	-0.2	2.178e-03	3.484e-02
chr17	38558180	38559837	304.5	0.4	7.047e-03	3.485e-02
chr19	18418784	18420628	539	0.3	4.455e-03	3.485e-02
chr17	42049984	42051037	120.4	0.6	5.903e-03	3.492e-02
chr11	45665025	45665594	15	2.3	1.861e-03	3.493e-02
chr2	27085575	27087605	546.6	0.3	4.368e-03	3.493e-02
chr7	76178219	76178638	53.1	1	7.719e-03	3.493e-02
chr21	25561534	25562686	123.6	0.6	7.459e-03	3.503e-02
chr22	23521388	23522396	87.5	0.7	7.470e-03	3.507e-02
chr1	147541426	147542248	50.4	-1	7.808e-03	3.529e-02
chr22	23750449	23754497	814.4	-0.3	2.354e-03	3.530e-02
chr18	46071751	46072320	22.7	1.6	4.643e-03	3.542e-02
chr11	69048457	69050378	934.5	-0.3	3.586e-03	3.573e-02
chr11	58572802	58581627	2599.9	-0.1	5.623e-03	3.573e-02
chr3	27721421	27722848	208.2	0.5	7.339e-03	3.578e-02
chr14	36685326	36687047	81.7	-0.8	7.847e-03	3.589e-02
chr1	31760643	31761450	43.5	1	8.471e-03	3.593e-02
chr17	9239278	9240753	134.2	0.6	6.112e-03	3.597e-02
chr17	39667392	39668756	109.3	0.7	5.514e-03	3.597e-02
chr13	99303728	99308019	817.3	-0.3	2.384e-03	3.598e-02
chr6	12957272	12957859	28.2	1.3	7.726e-03	3.611e-02
chr22	20916660	20921976	1946.5	-0.2	8.749e-03	3.618e-02
chr5	179816756	179817531	48.5	1	8.104e-03	3.644e-02
chr6	71886212	71887416	96.4	0.7	7.803e-03	3.644e-02
chr22	47692697	47694240	167.2	0.5	8.040e-03	3.645e-02
chr19	40283328	40286311	833.8	-0.3	3.687e-03	3.646e-02
chr19	55369215	55370161	36.9	1.2	7.305e-03	3.654e-02
chr6	30716040	30722936	2229.8	-0.1	8.889e-03	3.669e-02
chr7	20304237	20306435	124	-0.6	7.871e-03	3.669e-02
chr3	197455597	197457331	672.4	0.3	4.699e-03	3.669e-02
chr6	110813064	110816565	1564.5	-0.2	5.861e-03	3.683e-02
chr4	73222523	73223201	29.3	1.3	7.383e-03	3.686e-02
chr16	273248	273744	23.8	1.6	3.311e-03	3.688e-02
chr18	76820152	76824487	1884.4	-0.2	5.882e-03	3.688e-02
chr9	125889132	125890264	170.4	0.5	7.677e-03	3.688e-02
chr9	137670332	137670886	28.7	-1.3	8.053e-03	3.688e-02
chrX	118974151	118977177	790.3	0.3	2.458e-03	3.688e-02
chr2	230613750	230615596	150.1	-0.6	5.701e-03	3.694e-02
chr9	37187114	37188041	41.1	1.1	7.961e-03	3.696e-02
chr9	130946953	130947488	14	2.4	1.564e-03	3.696e-02
chr19	16571214	16573668	1318.5	-0.2	4.535e-03	3.698e-02
chr1	154868589	154870164	73.3	-0.8	8.288e-03	3.702e-02
chr2	241844161	241844530	10.4	2.9	2.360e-03	3.702e-02
chr10	70492863	70494195	113.9	-0.7	8.134e-03	3.702e-02
chr3	150759989	150765010	2258.9	-0.2	5.876e-03	3.702e-02
chrX	66638130	66639539	189.7	0.5	7.836e-03	3.702e-02
chr16	8957918	8964640	1827.8	-0.2	5.944e-03	3.712e-02
chr16	19884238	19885263	47.9	1	7.477e-03	3.712e-02
chr2	118223481	118225107	205.3	0.5	8.236e-03	3.716e-02
chr12	125330988	125331626	43.6	1	8.168e-03	3.720e-02
chr15	82646954	82648499	289.8	0.4	8.258e-03	3.723e-02
chr10	113959601	113961556	378.3	-0.4	8.307e-03	3.730e-02
chr6	38715103	38715519	15.4	2.2	2.111e-03	3.735e-02
chr10	60387534	60390138	196.8	-0.8	8.376e-03	3.758e-02
chr12	53695162	53695679	15.7	2.1	2.411e-03	3.767e-02
chr19	13208541	13209413	64.4	0.8	8.364e-03	3.771e-02
chr22	19730607	19731382	85.1	0.8	7.330e-03	3.771e-02
chr7	158976261	158977263	97.1	-0.7	8.171e-03	3.771e-02
chr9	92291733	92295041	909.9	0.3	2.648e-03	3.778e-02
chr2	42100899	42102579	137.1	0.6	8.197e-03	3.779e-02
chr13	114022456	114028294	1079.8	-0.3	2.416e-03	3.783e-02
chr14	24139574	24142298	1022.2	-0.2	3.876e-03	3.795e-02
chr18	12910986	12911686	60.5	0.9	6.555e-03	3.797e-02
chr9	89309653	89314126	1491.7	-0.2	6.097e-03	3.806e-02
chr20	62406071	62408270	714.8	-0.3	3.873e-03	3.807e-02
chr5	181258333	181262698	2052	-0.2	5.997e-03	3.810e-02
chr1	230133588	230134140	17.2	-2	3.268e-03	3.827e-02
