TMD8_DMSO_rep1	TMD8_DMSO_rep2	TMD8_DMSO_rep3	TMD8_JIB04_150nM_rep1	TMD8_JIB04_150nM_rep2	TMD8_JIB04_150nM_rep3	TMD8_JIB04_500nM_rep1	TMD8_JIB04_500nM_rep2	TMD8_JIB04_500nM_rep3
KXD1	43.216694	42.184771	37.950201	31.622765	27.52868	29.312965	19.727799	22.039687	23.599766
KY	0.026048	0.0268102	0.0469739	0.0331197	0.0293664	0.0282911	0.0117869	0.0288301	0.0311239
KYNU	20.59657	15.385823	14.394156	15.37932	13.650392	14.545694	10.758045	10.648236	10.262184
L1CAM	2.27642	2.07946	2.157684	3.535747	3.27883000049238	3.472143	3.899394	4.084183	4.7029009
L1TD1	2.896741	2.26314	2.562528	1.845034	1.674747	1.955043	1.086667	1.204177	1.191303
L2HGDH	8.73214	8.36922	7.68962	7.65229	7.43123	8.53266	6.54391	6.80303	7.87943
L3HYPDH	5.35123	5.23293	4.59793	5.12282	5.05205	4.19734	5.1561	5.68359	4.76661
L3MBTL1	2.050728	1.671663	2.06414	2.31754	2.078583	2.595595	2.334845	2.119623	2.242836
L3MBTL2	17.5193	14.1243	13.5041	11.4501	11.4068	11.8717	8.48789	8.77193	9.12854
L3MBTL3	2.420114	1.656218	1.974916	2.294937	1.361795	1.952946	1.13206	1.207937	0.984844
L3MBTL4	0	0	0	0	0	0	0	0	0
LACC1	0.601395	0.433421	0.394633	0.593839	0.850333	0.817031	1.118876	1.482177	1.468581
LACE1	0.596859	0.408999	0.575634	0.81144	0.330841	0.509639	0.234324	0.420368	0.494607
LACRT	0	0	0	0	0	0	0	0.116432	0
LACTB	8.65363	7.70412	8.11863	7.95035	6.067398	7.35671	4.998269	6.15228	5.873122
LACTB2	12.0489	7.9057	7.72035	8.27202	7.48176	8.05419	6.24562	6.62824	8.26874
LAD1	0	0	0	0	0	0.0117174	0	0	0.0429633
LAG3	0.629909	0.529034	0.51609	0.451518	0.289429	0.394346	0.375292	0.174878	0.220004
LAGE3	5.74804	5.47268	5.12002	5.07919	4.45951	5.12235	3.52027	4.52383	4.13827
LAIR1	0.579599	0.295139	0.51372200319676	0.71615	0.512444000982798	0.481094	0.427146000744387	0.46722400139761	0.330582
LAIR2	0.0974737	0	0.200426	0.170241	0.083744	0.0582124	0.0672125	0.0822885	0
LALBA	0	0	0	0	0	0	0.116039	0.0710217	0
LAMA1	0	0	0	0	0	0.00330217	0	0	0.018165
LAMA2	0.01516903	0	0.003417369	0.00963895	0.01281725	0.00658657	0.01371889	0.01677705	0.02415501
LAMA3	0	0.0210787	0.0123101	0.00867936	0.00769595	0.023724830386526	0.00617791	0.0302217	0.021750220511394
LAMA4	0.11058248	0.15504999	0.11910478	0.11526483	0.11329495	0.16760392	0.10470029	0.12412773	0.18134454
LAMA5	2.51307	2.24109	2.1865	3.72719	3.60369	4.56215	5.61478	5.43782	6.5076
LAMB1	0.397899	0.339815	0.389299	0.508602	0.415168	0.413762	0.344768	0.358395	0.35404
LAMB2	0	0.0197368	0.0288177	0.0812739	0.00720628	0.0499857	0.0636332	0.0778214	0.112019
LAMB2P1	0.0694968	0.0539897	0.16514	0.0664918	0.177132	0.113632	0.213267	0.0869637	0.166617
LAMB3	0.01241939717	0	0	0	0.0105082896	0.0161949283	0.00843541829	0	0.0148463563
LAMB4	0.00844811	0.0130422	0	0	0.014286	0.0110104	0.0114681	0.0140251	0.0100941
LAMC1	10.0287	8.3089	8.18597	7.31595	7.18089	7.10536	7.03658	7.1375	7.84985
LAMC2	0.433914	0.731434	0.702587	0.587854	0.736867	0.86228917	0.590387	0.540093	0.501855
LAMC3	0.121603	0.0438002	0.0548185	0.108224	0.0891021	0.0898035	0.0715267	0.0605593	0.106545
LAMP1	50.7693	41.9296	41.1153	38.7763	36.4766	36.95	30.6549	32.9717	35.9128
LAMP2	15.8318	12.914675	13.0359101	13.64899	12.70616	12.5944897	10.337731	11.744908	11.04971
LAMP3	0.928145	1.23156	1.00609	1.07972	1.00947	1.27432	1.10717	0.942597	1.00558
LAMP5	0.0274739	0	0.0558963	0	0	0	0	0	0
LAMTOR1	27.1434	25.0431	26.54	20.6819	18.8597	23.0932	14.3323	15.4072	15.5019
LAMTOR2	32.857476	34.6038	31.800774	27.3685	26.461433	25.770744	17.580142	19.1433	19.61069
LAMTOR3	7.9376166	6.6579718	6.133012	5.34665	5.053552	5.214519	3.812179	4.2562562	4.527431
LAMTOR4	32.5946	32.3715	30.2093	26.7635	28.134	29.5587	16.8782	22.6346	21.4966
LAMTOR5	59.5198	52.9176	49.804	42.9326	37.4211	40.1706	31.6145	33.4208	35.5747
LANCL1	10.048940657	8.534083098	8.29966088995	8.171579154	7.58355000233921	8.0552300295828	7.53450000015329	8.5205984037	8.26603
LANCL2	4.79789	4.24709	3.77404	3.25205	3.23354	3.48703	2.736	3.01249	3.10066
LANCL3	0	0.0124217	0.0105446	0	0	0.0106435	0	0.0136057	0
LAP3	17.8221	14.8683	14.6357	12.056	10.6365	10.7658	8.0317	8.46202	9.58563
LAPTM4A	19.9475	18.1976	16.8044	16.725	15.2289	14.6232	11.7751	12.906	13.6353
LAPTM4B	0.347155	0.233072	0.282334	0.287436	0.333555	0.498703	0.614241	0.404553	0.803395
LAPTM5	180.301	147.07	145.168	138.499	129.157	130.927	90.3165	99.9629	101.628
LARGE	0	0	0.00818565184634	0	0	0.01577540184217	0	0	0
LARP1	71.2335	60.784	58.6609	48.7626	45.4611	46.9106	31.1804	33.4727	35.4682
LARP1B	8.54141	5.67242	5.74577	5.68707	5.71103	5.88619	4.679266	5.37887	5.10108
LARP4	44.288755	32.729424	33.2314194	29.6685626013	27.130223	28.5817200190782	18.85390206	21.967744	22.0260734
LARP4B	25.887	20.3677	19.5593	17.6719	15.6084	15.8039	11.0295	11.8936	12.4943
LARP6	0	0	0	0	0	0	0	0	0
LARP7	18.05989	14.369848	13.569721	13.61566	11.80006	13.858116	9.687146	10.828153	11.428197
LARS	35.9052	28.3592	26.3765	25.2749	22.7948	24.6104	18.439	20.0804	21.2272
LARS2	11.999	9.43534	9.23784	7.48375	7.43248	7.01572	5.23874	5.2601	5.69164
LARS2-AS1	2.83944	2.99177	2.90145	1.83156	2.09718	2.57523	1.82584	1.87339	1.73153
LAS1L	29.96001	24.7783	23.93801	19.31474	17.07522	17.13347	12.349266	13.03168	13.046613
LASP1	26.670919	26.317692	25.750155	25.164801	22.879256	24.697157	19.970777	21.998465	21.719473
LAT	0.932385	0.82174	0.678765	0.88667	0.9188966	0.887284	0.927121	0.8793698	0.98414
LAT2	14.55262	13.82305	12.70736	10.722999	9.140128	9.00357	6.507543	7.71137	8.02934
LATS1	5.9848	4.424729	4.62335	4.904515	3.93354	5.24668	4.4593	4.645774	4.72645
LATS2	1.68145	1.26354	1.53635	1.81674	1.92852	1.871	1.54812	1.47752	1.67787
LAX1	1.563321	1.453132	1.573113	1.67972	1.63534	2.237712	1.668114	1.8494	1.990592
LAYN	0.238997	0.161319	0.2374814989	0.190873	0.211922	0.299028	0.234717	0.261204	0.316972
LBH	5.23013	4.39419	5.01911	6.72895	6.35063	6.5423	6.53413	7.51658	7.95467
LBP	0	0	0	0	0	0	0	0	0
LBR	47.560012	37.28	37.526867	24.7196	22.346792	20.399582	16.021493	17.0627	17.89272
LBX1	0	0	0	0	0	0.027955	0.0583153	0	0
LBX2	0.535171	0.872652	0.96501	0.73707	1.0461	1.40787	1.16733	1.07143	0.502087
LBX2-AS1	0.482207	0.343787	0.253885	0.597905	0.371914	0.670359	0.343743	0.763285	0.790766
LCA5	0	0	0	0	0.0092445	0	0.00742094	0	0
LCA5L	0.174579	0.152097	0.162655	0.104224	0.14797	0.113975	0.163318	0.0726403	0.130587
LCAT	4.95832	3.70764	4.35722	3.69809	3.89263	3.8176	2.71327	2.88958	3.17843
LCE1A	0	0	0	0.0992968	0	0	0	0	0
LCE1B	0	0	0	0	0	0	0.0335307	0	0.11779
LCE1C	0	0	0	0	0	0	0	0	0.129981
LCE1D	0	0	0	0	0	0	0	0	0
LCE1E	0	0	0	0.0903139	0.160508	0.123493	0.128829	0.0394046	0.113153
LCE1F	0	0	0	0	0.187972	0.0721151	0.226266	0.0923538	0
LCE2A	0	0	0	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0	0	0	0
LCE3A	0	0	0.280537	0	0	0.268173	0	0	0
LCE3B	0	0	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0	0	0	0
LCE5A	0	0	0	0	0	0.0956626	0	0	0
LCE6A	0	0	0	0	0	0	0	0	0
LCK	0.07436206008	0.0761682	0.0666283	0.117398	0.08408267673	0.1286702	0.0836316	0.0409184	0.0294187
LCLAT1	7.09994	5.19075	5.40399	4.93636	4.52826	4.306	3.44437	3.569335	3.54335
LCMT1	16.3245	13.5335	13.484841	14.09097	12.750063	13.221686	11.593389	12.352053	13.72394
LCMT2	6.14113	4.3357	4.571	4.10246	3.68494	3.36456	3.01884	2.65013	3.16981
LCN1	0	0.0610778952476	0.0531606083653	0	0	0	0	0	0
LCN10	0.103574	0.120434	0.105337	0	0	0	0.0176297	0.0646937	0
LCN12	0.0905128	0.0712802	0.0619719	0.087224	0.310662	0.119305	0.0623349	0.0763176	0.109244
LCN15	0	0	0.0544054	0.0765939	0.0681733	0	0.218873	0.267907	0.19187
LCN2	0	0	0	0	0	0.0476133	0	0	0.087212
LCN6	0	0	0	0.0837223	0.0745479	0.0572555	0	0	0
LCN8	0	0	0	0	0.108087	0.0415544	0.0433789	0.0530817	0
LCN9	0	0	0	0	0	0	0	0	0
LCNL1	0	0	0	0	0	0	0.05862	0.0239019	0.0343596
LCOR	3.21857	2.7951802	2.529504	3.176608	2.923252	3.425177	2.7193557	2.931216	3.180268
LCORL	2.054177	1.698247	1.35911	1.294463	1.30127	1.305478	1.269244	1.228377	1.229188
LCP1	456.821	358.76	359.642	283.851	249.168	241.522	177.457	199.247	206.326
LCP2	0	0.0164647	0	0	0	0.0277619	0	0.0176932	0.0508938
LCT	0.433047	0.437529	0.436563	0.518026	0.559147	0.538692	0.486261	0.516259	0.555011
LCTL	0.398063	0.302922	0.18081	0.204623	0.203402	0.239023	0.304398	0.15132	0.125524
LDB1	29.3497	26.3855	25.7201	26.8273	24.8483	27.4722	21.79791	22.23815	24.3764
LDB2	0.0202192	0	0.0273943	0	0.0513971	0.0263945	0.0550096	0.0672832	0
LDB3	0.285485	0.5220832	0.590151	0.282527	0.3220401	0.6444715	0.4245134	0.4644887	0.42571
LDHA	386.511938	319.889068	313.254632	202.476419	167.978756	160.794257	95.9579489	105.900149	110.470166
LDHAL6A	2.03081	1.74075	1.30713	1.48152	1.32918	1.75278	1.20522	1.40078	0.944667
LDHAL6B	0.507278	0.578845	0.526341	0.256787	0.303946	0.468066	0.36596	0.422788	0.500479
LDHB	553.99058	451.53207	441.35702	353.59299	302.57367	290.28632	220.65002	241.43919	236.04273
LDHC	0	0.0699113	0	0.0429985	0	0.0293968	0	0	0
LDHD	0.156539	0.101127	0.11935	0.0498688	0.0426589	0.0681717	0.0177641	0.1067322	0.0624826
LDLR	0.424463477	0.570779004	0.74561444	0.715962051477	0.627039056	0.8763071	0.6668931594486	0.661694799	0.572412499
LDLRAD1	1.63706	1.87937	2.39213	2.01161	1.53298	2.38701	1.70976	1.50981	1.85856
LDLRAD2	0.137739	0.39265	0.263105	0.274139	0.198655	0.274929	0.0603126	0.137441	0.130884
LDLRAD3	5.48077	3.59037	3.93148	3.90774	4.22078	4.03397	3.03883	2.81959	2.78616
LDLRAD4	9.18430065	7.1436019	7.3804854302	11.540525	11.205818253944	12.8445493533	12.0246422336	12.9715979084038	13.5785998434
LDLRAP1	0.762829	0.885155	0.915688	0.628935	0.513887	0.622134	0.577512	0.591023	0.559918
LDOC1	0	0	0	0	0	0	0	0	0
LDOC1L	0	0	0	0	0	0.0121498	0	0	0
LEAP2	1.92613	0.895668	1.31818	1.34941	1.20158	1.4996	1.50658	0.95912	0.633783
LECT1	0.448358	0.435671	0.2034451	0.572151	0.603414	0.5389519	0.152949	0.249478	0.5387976
LECT2	3.0362	2.04216	2.06682	2.05805	1.87398	1.99061	1.32503	1.92793	1.50935
LEF1	9.41485	7.6512	6.391614	5.158417	4.579457	5.120622	3.74619	4.08471	4.755267997
LEF1-AS1	0.2649135	0.0736924	0.186345	0.2525023	0.1692034	0.124121	0.21567	0.2009936	0.1922106
LEFTY1	0	0.0254575	0.0513313	0.0313598	0.135164	0	0.114719	0.0546798	0.157165
LEFTY2	0	0	0.0272273	0	0.0230462	0.0163156	0.03175	0	0
LEKR1	1.419431	0.83443	0.7553297	0.9762307	0.8440656	0.9357647	0.832156	1.194566	0.868773
LELP1	0	0	0	0	0	0.0829802	0	0	0
LEMD1	0	0	0	0	0	0	0	0	0
LEMD1-AS1	2.21744	3.09319	3.30102	2.82149	2.61924	3.46068	2.32221	2.58107	2.07822
LEMD2	8.41179	8.40953	8.47617	7.49502	8.00308	8.06299	7.011206	7.713809	7.253819
LEMD3	9.86913	8.471438	8.14995	8.96796	8.28597	9.369116	8.371011	8.970746	9.93442
LENEP	0.489349	0.231642	0.872094	0.660822	0.0840904	0.258268	0.472433	0	0.472923
LENG1	17.3269	19.6497	19.4588	18.9847	15.3104	22.2002	16.6715	18.6319	19.5034
LENG8	63.2848	55.8888	56.813	70.9558	69.6264	87.6253	83.8895	91.9606	100.682
LENG9	11.603	11.4789	12.5868	8.06526	7.14371	5.85789	3.97577	3.58159	4.30543
LEO1	18.1907	14.6952	13.2486	12.689	10.0918	12.3063	7.70552	9.04251	8.91946
LEP	0.0737937	0.126848	0.201327	0.101325	0.149489	0.228422	0.234226	0.223629	0.223067
LEPR	1.315191274	0.88038356	1.0819907262	1.17490352479	0.768682	1.08838297928377	0.481277	0.67172198	0.7431453
LEPRE1	6.851597	6.42538	5.867363	6.311884	5.447018	6.00140902	6.024342	6.151758	6.956069
LEPREL1	0.0665612	0.106774	0.0796949	0.0954124	0.0422366	0.086879	0.0683636	0.0565289	0.0792078
LEPREL2	0	0.150306	0.0131543	0.20399	0.0987178	0.215464	0.198106	0.30692	0.371769
LEPREL4	1.15357	1.66053	1.6025	1.30659	1.73337	2.0061	1.46851	1.36226	1.65336
LEPROT	12.43888	11.25805	10.68512	12.61079	9.22975	10.01085	7.979563	8.744143	9.14826
LEPROTL1	19.69506	14.10656	13.44793	12.97287	12.01019	12.3925	8.93909	10.25383	10.42899
LETM1	14.7111	13.1374	13.418	10.4654	9.47951	9.53824	6.91213	7.25629	7.85486
LETM2	0.658838	0.558476	0.4471631	0.54339	0.533705	0.318471	0.6134388	0.549112	0.45085
LETMD1	14.0151706	11.363849	12.23369	12.421602	11.134633	12.003365	10.322892	10.96751	11.14622
LEUTX	0	0	0	0	0	0	0	0.0788816	0
LFNG	1.754504	1.329426	1.3233241	1.69381300530243	1.692885	2.636524	4.34690000110936	3.973868	4.612979
LGALS1	193.299	171.705	171.313	103.19	77.7745	73.3792	37.0563	44.9464	41.4317
LGALS12	0.117539000615694	0.13678900549058	0.3189400370808	0.28095100875189	0.324226013859	0.4416940259283	0.3403290134253	0.2448840152232	0.105604004497
LGALS13	0	0	0	0	0	0	0	0	0
LGALS14	1.45625	2.15049	1.6993	1.49607	1.10817	1.56846	1.28079	1.13178	1.74942
LGALS16	0	0	0	0	0	0	0.0750751	0	0.131454
LGALS17A	0	0	0	0.0474452	0	0	0	0	0
LGALS2	0	0	0	0.125568	0	0	0	0	0
LGALS3	31.56046	29.8368	27.28058	33.97982	32.26795	34.04863	34.56924	37.0924	39.15003
LGALS3BP	0.480932	0.283841	0.481137	0.393813	0.155318	0.284119	0.171428	0.19062	0.301539
LGALS4	0.429241	0.43437	0.29178	0.575548	0.255659	0.42158	0.439721	0.502096	0.257536
LGALS7	3.88079e-09	0	0	0.229093	0.274178	0.13601	0	0.239531	0
LGALS7B	0.145002	0	0	0.469682	0.851236	1.11205	0.704827	1.72858	0.176025
LGALS8	1.232274557818	0.98605899054	1.08343724352056	1.0202114424	0.988141199	1.135603250363	0.63258774721	0.8516060461	0.8922640172
LGALS8-AS1	0	0.0291818	0	0.14371	0.0671775	0.0274385	0.0256115	0.0313316	0
LGALS9	2.84267	2.390452	2.245722	2.023502	1.86276	1.87183	0.950184	1.025622	1.234327
LGALS9B	0.487817	0.178609	0.28389	0.382328	0.288678	0.464683	0.376372	0.293279	0.25709
LGALS9C	0	0	0	0.0589708	0.061555	0.0403096	0.0933464	0.0279381	0.125845
LGALSL	2.0866	2.03842	1.72285	1.45251	1.46591	1.32638	1.08759	1.23203	1.30221
LGI1	0	0	0	0	0	0	0	0	0
LGI2	0	0	0	0	0	0	0	0	0
LGI3	0	0	0	0.0295708	0.0262298	0.0303141	0.0105277	0	0.0185257
LGI4	0	0.0136432	0	0.0168364	0.014936	0.0460267	0.0719366	0	0.0421908
LGMN	0.719995	0.892195	0.845768	0.676764	0.449233	0.899044	0.912964	0.567338	0.633409
LGR4	5.49754	5.1286	4.60136	4.08797	3.43281	3.51513	2.44735	2.75739	2.72504
LGR5	0	0	0	0	0	0	0	0.0147127	0
LGR6	0	0	0	0.0159413	0.012789	0.0380631	0.0297413	0.02425	0.0174462
LGSN	0.454263	0.462109	0.628229	0.514863	0.521014	0.650487	0.57199	0.578473	0.46187
LHB	2.23614	4.07941	3.64826	2.92813	1.99284	3.19269	2.0476	3.01986	2.39186
LHCGR	0.016404	0	0	0	0	0	0	0	0
LHFP	0.144519	0.207151	0.0822537	0.0929279	0.0819313	0.158435	0.164765	0.201099	0.173222
LHFPL1	0.0599024	0.0464816	0	0.22911	0.0254239	0.0783034	0.0204074	0.0249632	0.107647
LHFPL2	2.68993	2.63248	2.63249	2.96964	3.18327	3.42298	3.15071	3.40332	3.45009
LHFPL3	0.0159531	0.0246786	0.0648013	0.0609083	0.0945491	0.0936592	0.0650547	0.159132	0.0953951
LHFPL3-AS1	0	0	0	0	0.034863	0	0	0.0504644	0
LHFPL3-AS2	0.115013	0.156133	0.331559	0.30238	0.244016	0.394584	0.31339	0.287511	0.241094
LHFPL4	0.0407898	0.0236244	0.0344885	0.0778107	0.0431242	0.0265871	0.0484647	0.0592719	0.0365608
LHFPL5	8.45009	6.95992	5.62093	5.53016	5.17573	5.17924	4.25913	4.50501	4.50454
LHPP	0.0335386	0.0260473	0.0455316	0.0641669	0.170926	0.103026	0.114332	0.0839165	0.080396
LHX1	0	0	0	0.0140389	0	0.00959442	0.0299873	0	0
LHX2	0.17056	0.231121	0.173344	0.468363	0.415583	0.47321	0.652682	0.585432	0.433749
LHX3	0.0218026	0	0	0	0.018479400609943	0.05693570257864	0.10383500315748	0.09071780438332	0.130469
LHX4	0.778068	0.889363	0.746369	0.731506	0.711966	0.620145	0.681171	0.614042	0.786653
LHX5	0	0	0	0	0	0	0	0	0.029924
LHX6	0	0	0.010386384217	0	0	0	0	0	0
LHX8	0	0	0	0	0	0	0	0	0
LHX9	0	0	0	0	0.0212625	0.0491257	0.0170674	0.0626296	0
LIAS	9.263917	8.69422	8.113739	7.258671	6.75997	7.53822	5.9876	6.17957	6.23835
LIF	0.619087	0.478361	0.8078302	0.747374	0.978462	0.955605	0.738039	0.808176	1.102131
LIFR	0	0	0	0	0	0.003158130126288	0	0	0
LIG1	30.5829	26.6829	26.4455	27.4489	27.4013	31.0438	28.5743	29.3928	29.9434
LIG3	7.12089	6.77281	6.15924	4.082842	3.69167	4.36544	2.779935	3.20022	3.14629
LIG4	14.02984	10.2744	10.26717	9.65165	9.8196	9.29599	7.32738	8.07361	8.2743
LILRA1	0.778123	0.614834	0.714253	0.387355	0.290233	0.232834	0.110317	0.148456	0.232718
LILRA2	0.124861	0.0725776	0.0757895	0.0303011	0.0264521	0.0816684	0.0218672	0.0264093	0.0749602
LILRA3	0	0.0258981	0.0547891	0	0	0.0873176	0.0468685	0.0287944	0.082123
LILRA4	2.26679	1.90401	1.36955	1.2769	0.922723	1.3488	0.465553	0.673036	0.744122
LILRA5	1.0559191	1.405472	1.933254	1.0090763	1.0349581	1.119344	0.831541	0.969046	0.639847
LILRA6	0.421382	0.439565	0.442027	0.462375	0.327288	0.479648	0.570073	0.463097	0.45385
LILRB1	46.6148	41.13827	41.4103210091519	36.6960800405503	34.910839	37.59695	27.58849	28.656292	31.42125
LILRB2	4.065301	2.701054	2.412033	2.192509	1.844237	2.283541	1.434987	1.531154	1.420682
LILRB3	0.670344	0.811204	0.96896	0.816644	0.750754	1.177902	1.21701	1.06811	1.15084000560014
LILRB4	72.9352	62.8557	64.5061	57.1739	53.52	58.1824	33.1961	33.8614	33.884
LILRB5	0	0	0	0	0	0.01492697	0.1630724	0.133213726	0.0637935
LILRP2	0	0.0144998	0.019052	0.0268613	0.0158788	0.0428313	0.0382399	0.0779444	0.0336568
LIM2	0	0	0	0	0	0	0	0	0
LIMA1	45.7481	35.58673	34.05089	35.85768	34.25868	34.4517	26.46085	29.11904	31.07209
LIMCH1	0.00868106427	0.0134025419	0.0176118378	0.0331135495	0.0220206951	0.0158821401694	0.00589235273	0	0.0095778
LIMD1	20.4705	18.2241	18.4763	17.3758	16.9109	17.7096	15.0385	17.6311	16.8397
LIMD1-AS1	0.264026	0.251451	0.140892	0.437928	0.0997961	0.317969	0.306593	0.295968	0.121785
LIMD2	22.0418	21.5604	22.3416	21.6811	20.4124	21.9272	16.179	18.7124	18.8833
LIME1	8.7817	8.46172	7.22975	8.59132	8.77514	9.80972	9.66471	10.3173	11.3743
LIMK1	33.8675	29.6488	28.1178	30.1397	27.7005	29.7898	20.37676	21.53304	23.3289
LIMK2	8.59448	7.34174	6.84802	6.40638	6.36467	7.01165	6.14159	6.67568	6.90156
LIMS1	14.738858	13.409615	12.84097	11.1020918	11.1086328	10.9269678	7.755332	8.403454	8.686018
LIMS2	2.33676	1.530788	1.87368	2.379568	2.2413133	2.245035	1.158017	1.517724	1.417996
LIMS3	0.5809912	0.4890938	0.675961	0.4744506	0.4140934	0.5213052	0.3214842	0.4428482	0.4862838
LIMS3-LOC440895	0.0967954	0.173596	0.1910984	0.0894148	0.25592	0.1088154	0.01339222	0	0.1331672
LIMS3L	0.5809912	0.4890938	0.675961	0.4744506	0.4140934	0.5213052	0.3214842	0.4428482	0.4862838
LIN28A	0.635329	0.853156	0.823014	0.895867	0.799323	1.11667	0.609845	0.765814	0.835005
LIN28B	0	0	0	0.00858838	0	0.00586903	0.00611311	0	0
LIN37	7.46901	5.36833	5.60933	5.4386	5.37022	7.05536	5.80231	6.81507	6.98863
LIN52	5.88561	4.42839	4.8164	3.86163	3.69824	3.99125	3.66814	3.28912	4.27373
LIN54	9.963263	7.594886	7.746998	7.880949	6.532564	7.01989	5.352299	5.923371	6.59786
LIN7A	0.0897684	0	0.0610388	0	0.0382042	0	0.0306642	0.0750314	0.161617
LIN7B	3.30152	2.84693	2.75249	4.10748	5.38067	4.6637	5.14922	5.964	6.79484
LIN7C	21.7873	17.5289	17.308	14.89	13.3883	14.1744	10.3436	11.2476	11.8197
LIN9	7.037044	5.521035	5.661306	4.889814	3.607452	4.050953	3.007701	3.123793	3.309339
LINC-ROR	0.475897	0.493107	0.510533	0.482443	0.30775	0.557238	0.356243	0.374358	0.385263
LINC00028	0	0	0	0	0	0	0.077389	0	0
LINC00029	0	0	0	0	0	0	0	0	0
LINC00032	0.0350535	0.0679295	0.059434	0.0334708	0.0148702	0.102973	0.107523	0.117183	0.147087
LINC00035	0.609299	1.7036	1.68196	0.885684	2.11088	1.21315	2.54044	1.68397	1.29498
LINC00051	0.541735	0.803441	0.774638	0.675463	0.646658	0.781585	0.778522	0.816486	0.911361
LINC00052	0	0	0	0	0	0.0193225	0.0201429	0	0
LINC00085	0	0	0	0	0	0	0	0	0.0957533
LINC00086	0.0291982	0.0225719	0.0494078	0.0731233	0.0123576	0.0380863	0.0297594	0.0485295	0.087284
LINC00087	0.127173	0.295192	0.319892	0.221183	0.138494	0.165967	0.135876	0.135973	0.152134
LINC00092	1.22622	0.967624	1.45361	1.18151	0.863389	1.20274	0.920255	0.918226	0.695614
LINC00094	3.0391	2.73378	2.67289	2.43873	2.16984	2.14056	1.61543	1.84534	1.93687
LINC00102	1.16073	1.10377	1.75919	0.95045	0.774508	1.31751	1.20359	0.905996	1.3432
LINC00111	0	0	0	0	0	0	0	0	0
LINC00112	0	0	0	0	0	0	0	0	0
LINC00113	3.14831	3.65071	2.16677	3.30091	2.94633	3.2146	2.27323	1.89146	3.33934
LINC00114	3.555291	5.063855	5.709223	4.244869	2.843074	3.78983	3.319534	3.034595	3.99626
LINC00115	1.74376	1.61537	1.60832	1.90833	1.87181	2.18774	2.0547	2.13624	2.34113
LINC00116	4.46027	3.38254	3.53364	3.2779	2.23783	2.95235	1.58074	2.20604	1.79769
LINC00152	72.5249	56.96867	54.29871	56.43261	58.90757	58.6843	41.33297	46.74134	50.66408
LINC00158	0.474675	0.510809	0.644703	0.524136	0.403409	0.525504	0.448342	0.457058	0.656696
LINC00159	0	0	0	0	0	0	0	0	0
LINC00160	0	0	0	0.0864027	0	0	0.0617453	0	0
LINC00161	0.40527	0.264488	0.138257	0.259574	0.519539	0.355024	0.370677	0.567012	0.325201
LINC00162	0	0	0	0	0	0	0	0	0
LINC00163	0	0	0	0.0230317	0.0613185	0	0.0656274	0.0200683	0.0577151
LINC00167	0.646778	0.855606	0.621196	0.709031	0.77358	0.902304	0.816282	0.82807	0.927272
LINC00173	1.835032	1.325705	1.753947	1.375351	1.818299	2.41892	1.888413	1.506868	1.671931
LINC00174	1.61407	1.72852	1.70285	1.69104	1.52828	2.45922	1.97755	1.92251	2.18679
LINC00176	0.21818712	0.174752	0.2045251	0.180945272	0.2161033	0.1909184	0.2757142	0.336673	0.374094
LINC00184	0.0683795	0.0529668	0.0463406	0.0435493	0.038645	0.0297653	0.0310206	0.0569143	0.0545651
LINC00189	1.65434	3.46514	2.7918	4.1435	3.50667	4.44408	3.05973	3.281	2.75363
LINC00200	0	0	0	0	0.0179254	0.0138076	0	0.0351991	0.0253124
LINC00202-1	0.152985	0.150495	0.169427	0.185799	0.200863	0.244884	0.198426	0.139158	0.166287
LINC00202-2	2.92475	2.86341	2.83438	2.95817	2.91813	3.3442	3.09965	3.1983	3.67061
LINC00207	0	0	0	0	0	0	0	0	0
LINC00208	0	0.0210996	0	0	0.0230854	0.0177775	0.0185305	0	0
LINC00210	0.0337501	0.131064	0.0229101	0.0645733	0.0860055	0	0.0230114	0.0281497	0
LINC00221	2.05891	1.43852	1.87765	1.80841	1.49754	1.99538	1.70562	1.79868	1.57704
LINC00222	0	0	0	0	0	0	0	0	0
LINC00226	0.439731	0.782829	0.52833	0.424634	0.567853	0.217849	0.379742	0.557996	0.664872
LINC00229	0	0	0	0	0	0	0	0	0.086686
LINC00235	1.54937	1.13406	1.06467	1.84338	1.43886	1.57632	0.989474	1.21113	1.4428
LINC00238	0	0	0	0	0	0	0	0	0
LINC00239	0.198564	0.0783556	0.408401	0.478865	0.170634	0.327557	0.205424	0.0838442	0.479831
LINC00240	1.17463	0.780229	0.440208	1.46544	2.05485	2.04264	2.49394	2.65787	2.11844
LINC00242	0	0	0.0144325	0	0	0.0139056	0	0.0177246	0
LINC00244	0	0	0	0	0	0	0	0	0
LINC00251	0.107381	0	0	0	0	0.0352074	0.0367387	0	0
LINC00254	0	0	0	0	0	0	0	0	0
LINC00260	0.645092	1.04471	1.33477	0.938484	1.08002	0.959422	1.00127	0.698938	1.3714
