# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "H3K4me3.consensus_peaks.saf" "-s" "0" "-o" "H3K4me3.consensus_peaks.featureCounts.txt" "JIB04_150nM_H3K4me3_REP2.mLb.clN.sorted.bam" "JIB04_150nM_H3K4me3_REP1.mLb.clN.sorted.bam" "JIB04_500nM_H3K4me3_REP1.mLb.clN.sorted.bam" "DMSO_H3K4me3_REP1.mLb.clN.sorted.bam" "JIB04_500nM_H3K4me3_REP2.mLb.clN.sorted.bam" "DMSO_H3K4me3_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	JIB04_150nM_H3K4me3_REP2.mLb.clN.sorted.bam	JIB04_150nM_H3K4me3_REP1.mLb.clN.sorted.bam	JIB04_500nM_H3K4me3_REP1.mLb.clN.sorted.bam	DMSO_H3K4me3_REP1.mLb.clN.sorted.bam	JIB04_500nM_H3K4me3_REP2.mLb.clN.sorted.bam	DMSO_H3K4me3_REP2.mLb.clN.sorted.bam
Interval_13608	chr3	11754	12298	+	545	49	56	55	67	46	56
Interval_13609	chr3	111495	112075	+	581	29	30	35	29	24	19
Interval_13610	chr3	195812	198931	+	3120	1683	1710	1828	1877	1567	1649
Interval_13611	chr3	277818	279972	+	2155	71	88	88	98	72	55
Interval_13612	chr3	463435	463832	+	398	8	4	3	9	14	6
Interval_13613	chr3	463908	464230	+	323	2	3	15	8	7	6
Interval_13614	chr3	483775	484897	+	1123	38	35	45	41	21	28
Interval_13615	chr3	492378	493192	+	815	18	28	41	18	29	17
Interval_13616	chr3	545719	548004	+	2286	112	118	63	146	52	103
Interval_13617	chr3	548141	548520	+	380	10	15	8	14	5	9
Interval_13618	chr3	847204	847440	+	237	2	5	10	3	5	3
Interval_13619	chr3	1381340	1381845	+	506	5	10	22	5	2	6
Interval_13620	chr3	2033826	2034428	+	603	11	21	1	14	5	19
Interval_13621	chr3	3126046	3128293	+	2248	1065	1121	1055	1198	877	1011
Interval_13622	chr3	3178564	3180184	+	1621	612	652	596	705	516	569
Interval_13623	chr3	4302976	4304752	+	1777	647	659	687	711	580	598
Interval_13624	chr3	4466338	4467723	+	1386	568	634	608	658	521	574
Interval_13625	chr3	4492052	4495048	+	2997	823	887	1021	1024	841	806
Interval_13626	chr3	4867923	4869304	+	1382	191	173	288	211	226	147
Interval_13627	chr3	4977161	4981020	+	3860	672	765	572	795	485	680
Interval_13628	chr3	4981348	4981883	+	536	11	18	3	12	5	8
Interval_13629	chr3	4986683	4987361	+	679	68	68	40	81	67	61
Interval_13630	chr3	5026601	5026915	+	315	1	3	16	3	11	1
Interval_13631	chr3	5121958	5124425	+	2468	1066	1112	1029	1129	923	978
Interval_13632	chr3	5186077	5192289	+	6213	2128	2160	2284	2455	1918	2038
Interval_13633	chr3	6490201	6492100	+	1900	93	97	116	93	92	98
Interval_13634	chr3	8768855	8769541	+	687	10	7	35	9	24	9
Interval_13635	chr3	8961825	8964092	+	2268	774	789	788	869	641	665
Interval_13636	chr3	9249277	9249793	+	517	52	53	77	48	67	47
Interval_13637	chr3	9362303	9364159	+	1857	652	650	732	761	597	622
Interval_13638	chr3	9395479	9400236	+	4758	1955	1982	2018	2198	1681	1906
Interval_13639	chr3	9648957	9650535	+	1579	716	725	726	860	597	687
Interval_13640	chr3	9727075	9727410	+	336	33	36	37	30	19	30
Interval_13641	chr3	9730627	9733067	+	2441	1144	1243	1194	1337	1049	1128
Interval_13642	chr3	9749221	9752080	+	2860	968	1017	1045	1061	864	935
Interval_13643	chr3	9769627	9770234	+	608	24	22	52	28	37	22
Interval_13644	chr3	9791614	9794147	+	2534	1524	1559	1516	1747	1273	1433
Interval_13645	chr3	9809416	9810680	+	1265	289	317	377	374	326	287
Interval_13646	chr3	9842913	9844487	+	1575	869	891	877	1006	739	865
Interval_13647	chr3	9890139	9891602	+	1464	720	760	805	851	684	732
Interval_13648	chr3	9915244	9916136	+	893	21	19	80	24	57	21
Interval_13649	chr3	9932571	9935160	+	2590	861	942	1021	1048	825	904
Interval_13650	chr3	9945967	9947142	+	1176	201	214	217	225	170	199
Interval_13651	chr3	9951683	9952767	+	1085	184	234	347	240	293	186
Interval_13652	chr3	9985761	9988326	+	2566	1201	1237	1273	1360	1085	1125
Interval_13653	chr3	10008709	10009863	+	1155	90	119	122	106	95	99
Interval_13654	chr3	10010402	10011628	+	1227	273	317	244	290	191	280
Interval_13655	chr3	10025480	10027534	+	2055	1123	1197	1204	1324	1090	1113
Interval_13656	chr3	10115086	10117069	+	1984	897	939	950	998	801	880
Interval_13657	chr3	10141403	10143973	+	2571	1055	1101	1062	1178	860	965
Interval_13658	chr3	10164481	10166788	+	2308	863	898	893	961	752	824
Interval_13659	chr3	10191469	10191752	+	284	16	20	9	18	6	12
Interval_13660	chr3	10225621	10225893	+	273	11	16	6	11	2	17
Interval_13661	chr3	10226034	10226578	+	545	40	48	20	59	10	44
Interval_13662	chr3	10247767	10250731	+	2965	1371	1421	1451	1579	1247	1317
Interval_13663	chr3	10320103	10321612	+	1510	839	821	840	910	761	814
Interval_13664	chr3	10738844	10739080	+	237	7	8	16	7	14	3
Interval_13665	chr3	11271871	11273619	+	1749	693	702	688	792	575	649
Interval_13666	chr3	11380073	11380427	+	355	9	11	10	19	7	7
Interval_13667	chr3	11380461	11380701	+	241	5	7	9	3	9	3
Interval_13668	chr3	11581512	11582348	+	837	58	49	47	70	33	46
Interval_13669	chr3	11601442	11602288	+	847	21	18	30	22	31	22
Interval_13670	chr3	11603631	11604184	+	554	12	13	27	13	9	15
Interval_13671	chr3	11638109	11638801	+	693	38	31	19	28	20	21
Interval_13672	chr3	11639162	11644223	+	5062	1191	1301	1192	1436	926	1077
Interval_13673	chr3	11718337	11721160	+	2824	1468	1505	1651	1610	1430	1329
Interval_13674	chr3	11724465	11725108	+	644	27	27	44	34	33	29
Interval_13675	chr3	11770369	11770770	+	402	6	11	26	12	10	8
Interval_13676	chr3	11845468	11847383	+	1916	969	961	985	1124	849	943
Interval_13677	chr3	12483699	12485730	+	2032	716	685	690	791	626	682
Interval_13678	chr3	12553691	12554503	+	813	88	101	128	106	102	84
Interval_13679	chr3	12555730	12558378	+	2649	997	1016	1091	1107	904	967
Interval_13680	chr3	12661772	12665060	+	3289	1816	1876	1798	2056	1508	1702
Interval_13681	chr3	12719932	12720222	+	291	5	4	21	9	6	7
Interval_13682	chr3	12795993	12797162	+	1170	298	346	372	336	337	286
Interval_13683	chr3	12809853	12810678	+	826	183	187	214	205	185	189
Interval_13684	chr3	12839758	12841825	+	2068	1290	1316	1325	1403	1153	1203
Interval_13685	chr3	12868099	12868408	+	310	13	16	24	5	8	8
Interval_13686	chr3	12868710	12869094	+	385	23	12	30	14	26	6
Interval_13687	chr3	12886158	12886426	+	269	3	8	13	7	6	4
Interval_13688	chr3	12993595	12995477	+	1883	593	573	711	672	613	530
Interval_13689	chr3	13009416	13010210	+	795	30	27	55	44	38	26
Interval_13690	chr3	13071588	13073966	+	2379	298	337	292	380	268	266
Interval_13691	chr3	13324439	13324862	+	424	24	25	5	23	4	18
Interval_13692	chr3	13414358	13414957	+	600	45	51	29	32	23	26
Interval_13693	chr3	13415755	13416035	+	281	16	16	20	27	14	18
Interval_13694	chr3	13416509	13417322	+	814	46	56	15	46	19	43
Interval_13695	chr3	13417848	13421582	+	3735	1887	1939	1914	2066	1627	1711
Interval_13696	chr3	13451300	13452969	+	1670	184	206	175	207	156	183
Interval_13697	chr3	13479241	13481092	+	1852	537	585	581	593	492	525
Interval_13698	chr3	14123199	14126232	+	3034	1964	2033	2055	2171	1699	1835
Interval_13699	chr3	14177572	14179873	+	2302	1076	1081	1069	1233	961	1050
Interval_13700	chr3	14319697	14320231	+	535	53	41	56	48	41	37
Interval_13701	chr3	14401768	14406626	+	4859	1916	1896	1581	2064	1287	1662
Interval_13702	chr3	14431307	14431971	+	665	27	36	44	34	36	30
Interval_13703	chr3	14432506	14432927	+	422	39	29	28	32	18	19
Interval_13704	chr3	14650828	14653089	+	2262	846	886	863	986	716	788
Interval_13705	chr3	14688738	14691545	+	2808	349	353	267	434	197	301
Interval_13706	chr3	14946510	14949494	+	2985	1247	1262	1309	1379	1073	1195
Interval_13707	chr3	15063423	15065653	+	2231	1164	1232	1229	1320	1004	1104
Interval_13708	chr3	15097766	15100146	+	2381	826	903	926	999	772	843
Interval_13709	chr3	15205359	15207829	+	2471	1000	1052	1106	1168	958	1051
Interval_13710	chr3	15331466	15333249	+	1784	781	793	949	901	851	764
Interval_13711	chr3	15426651	15429087	+	2437	1386	1413	1465	1517	1203	1306
Interval_13712	chr3	15600581	15602832	+	2252	884	949	980	1032	828	853
Interval_13713	chr3	15794762	15798167	+	3406	33	34	230	31	210	26
Interval_13714	chr3	15858425	15860989	+	2565	1033	1115	1225	1226	1071	1057
Interval_13715	chr3	16263986	16267178	+	3193	1379	1325	1449	1418	1231	1165
Interval_13716	chr3	16507885	16516617	+	8733	3259	3429	3130	3746	2633	3116
Interval_13717	chr3	16697226	16697572	+	347	9	11	17	12	20	13
Interval_13718	chr3	16837555	16838009	+	455	20	14	19	23	17	15
Interval_13719	chr3	16841141	16843581	+	2441	188	245	222	235	173	160
Interval_13720	chr3	16883701	16889256	+	5556	1810	1839	2008	1943	1686	1635
Interval_13721	chr3	16896633	16896999	+	367	8	7	19	3	2	4
Interval_13722	chr3	16897266	16897892	+	627	10	26	28	23	25	15
Interval_13723	chr3	16899066	16899866	+	801	28	27	38	29	30	26
Interval_13724	chr3	16904993	16905366	+	374	12	14	28	14	12	8
Interval_13725	chr3	16905662	16905928	+	267	8	7	15	10	12	12
Interval_13726	chr3	17739177	17743694	+	4518	1061	1181	1083	1298	854	1073
Interval_13727	chr3	18423517	18426452	+	2936	652	680	825	770	690	640
Interval_13728	chr3	18444261	18445964	+	1704	60	57	170	56	128	49
Interval_13729	chr3	19102815	19103886	+	1072	53	58	78	40	49	59
Interval_13730	chr3	19146321	19148731	+	2411	398	383	530	448	476	356
Interval_13731	chr3	19264300	19264554	+	255	4	12	10	6	8	10
Interval_13732	chr3	19347345	19348350	+	1006	32	23	27	25	19	26
Interval_13733	chr3	19945987	19948683	+	2697	1271	1350	1237	1481	1044	1232
Interval_13734	chr3	19948749	19949008	+	260	1	5	10	6	4	5
Interval_13735	chr3	20038736	20042512	+	3777	982	1012	924	1127	825	966
Interval_13736	chr3	20043379	20044020	+	642	29	21	14	35	22	17
Interval_13737	chr3	20047786	20049405	+	1620	63	70	48	72	54	55
Interval_13738	chr3	20054812	20055093	+	282	5	6	10	5	3	3
Interval_13739	chr3	20125856	20126092	+	237	10	1	10	4	8	7
Interval_13740	chr3	20184325	20187901	+	3577	1146	1146	1078	1229	921	1031
Interval_13741	chr3	22381558	22381985	+	428	26	34	28	34	26	27
Interval_13742	chr3	23202200	23204954	+	2755	1090	1068	1136	1160	1004	1035
Interval_13743	chr3	23386893	23388653	+	1761	36	38	67	59	48	46
Interval_13744	chr3	23388725	23389886	+	1162	40	28	64	59	59	49
Interval_13745	chr3	23671640	23672356	+	717	38	40	66	44	42	42
Interval_13746	chr3	23762322	23762933	+	612	11	19	24	20	10	10
Interval_13747	chr3	23762979	23763297	+	319	11	7	9	6	9	3
Interval_13748	chr3	23805332	23808919	+	3588	680	718	674	775	528	661
Interval_13749	chr3	23809125	23811534	+	2410	481	480	454	534	374	429
Interval_13750	chr3	23857586	23858025	+	440	6	16	11	10	16	6
Interval_13751	chr3	23916089	23919427	+	3339	1642	1646	1703	1790	1468	1550
Interval_13752	chr3	23944530	23946936	+	2407	835	863	1036	940	881	892
Interval_13753	chr3	24521441	24521967	+	527	8	5	22	9	15	3
Interval_13754	chr3	25661918	25665962	+	4045	1281	1385	1289	1515	1088	1238
Interval_13755	chr3	25781272	25784527	+	3256	905	977	832	1055	686	873
Interval_13756	chr3	25788657	25791072	+	2416	546	562	592	629	449	491
Interval_13757	chr3	27368710	27369750	+	1041	206	197	281	202	212	171
Interval_13758	chr3	27482762	27485301	+	2540	1261	1305	1313	1433	1131	1257
Interval_13759	chr3	27632518	27633510	+	993	86	68	141	91	119	67
Interval_13760	chr3	27681439	27681684	+	246	2	5	11	2	4	3
Interval_13761	chr3	27712335	27712845	+	511	8	11	25	15	17	9
Interval_13762	chr3	27721421	27722848	+	1428	156	158	268	186	210	170
Interval_13763	chr3	28240890	28242887	+	1998	735	734	783	871	612	713
Interval_13764	chr3	28347951	28350037	+	2087	965	975	1073	1085	876	905
Interval_13765	chr3	28916729	28917436	+	708	47	53	45	41	27	37
Interval_13766	chr3	29279070	29285085	+	6016	897	994	947	1086	719	836
Interval_13767	chr3	29285328	29286520	+	1193	34	61	45	51	32	30
Interval_13768	chr3	29324295	29324632	+	338	6	11	10	8	15	8
Interval_13769	chr3	30605679	30609394	+	3716	1314	1396	1309	1499	1126	1266
Interval_13770	chr3	30610760	30611004	+	245	7	6	5	14	6	8
Interval_13771	chr3	31157116	31157470	+	355	7	4	11	7	19	2
Interval_13772	chr3	31531073	31536639	+	5567	2142	2224	2416	2535	1943	2061
Interval_13773	chr3	31874440	31877001	+	2562	198	228	183	248	123	193
Interval_13774	chr3	31917021	31918032	+	1012	57	54	68	52	37	42
Interval_13775	chr3	31933413	31933694	+	282	7	9	1	7	3	4
Interval_13776	chr3	31941366	31942595	+	1230	41	44	41	44	37	33
Interval_13777	chr3	31945579	31945823	+	245	10	12	11	13	11	4
Interval_13778	chr3	31946464	31947563	+	1100	70	57	50	65	51	46
Interval_13779	chr3	31957942	31960775	+	2834	318	416	244	396	161	285
Interval_13780	chr3	31967277	31972547	+	5271	426	452	274	455	218	350
Interval_13781	chr3	31979176	31983582	+	4407	1707	1800	1657	1909	1437	1652
Interval_13782	chr3	32077732	32077970	+	239	6	6	9	7	13	5
Interval_13783	chr3	32085628	32086054	+	427	40	26	21	17	21	13
Interval_13784	chr3	32091564	32092257	+	694	23	19	28	32	19	20
Interval_13785	chr3	32106040	32107800	+	1761	725	795	873	845	742	750
Interval_13786	chr3	32177555	32177863	+	309	8	10	11	4	4	8
Interval_13787	chr3	32237781	32240219	+	2439	660	692	787	726	706	613
Interval_13788	chr3	32391142	32392804	+	1663	459	455	563	501	477	403
Interval_13789	chr3	32401308	32402212	+	905	103	128	119	128	116	117
Interval_13790	chr3	32460129	32460825	+	697	18	20	33	19	24	12
Interval_13791	chr3	32467622	32468074	+	453	33	39	29	39	35	36
Interval_13792	chr3	32501043	32503494	+	2452	692	758	751	750	646	677
Interval_13793	chr3	32516620	32516978	+	359	5	16	5	8	3	3
Interval_13794	chr3	32569001	32571990	+	2990	1267	1275	1341	1459	1140	1256
Interval_13795	chr3	32684220	32686948	+	2729	754	786	876	892	696	715
Interval_13796	chr3	32780668	32781914	+	1247	207	213	300	227	242	216
Interval_13797	chr3	32902421	32903314	+	894	58	55	89	63	56	46
Interval_13798	chr3	32965674	32965910	+	237	1	3	13	2	11	3
Interval_13799	chr3	33095627	33097823	+	2197	1068	1099	1118	1228	995	1078
Interval_13800	chr3	33113271	33115500	+	2230	705	737	744	812	628	753
Interval_13801	chr3	33277048	33278194	+	1147	211	225	278	218	220	191
Interval_13802	chr3	33437576	33442046	+	4471	1761	1751	1702	1983	1484	1619
Interval_13803	chr3	33645130	33645559	+	430	10	14	24	15	19	11
Interval_13804	chr3	33658553	33659872	+	1320	67	76	57	77	53	66
Interval_13805	chr3	33716028	33719132	+	3105	1027	1150	1029	1221	939	1042
Interval_13806	chr3	33745314	33745938	+	625	17	21	24	24	17	18
Interval_13807	chr3	33787287	33787584	+	298	11	16	24	17	11	20
Interval_13808	chr3	33797695	33799875	+	2181	1116	1149	1111	1269	966	1071
Interval_13809	chr3	35482381	35483120	+	740	23	8	27	13	13	11
Interval_13810	chr3	35663715	35664840	+	1126	71	49	56	45	48	40
Interval_13811	chr3	35669450	35680084	+	10635	872	860	928	1017	699	742
Interval_13812	chr3	35680932	35681352	+	421	6	8	14	7	11	3
Interval_13813	chr3	36876283	36876930	+	648	23	18	11	24	24	16
Interval_13814	chr3	36907555	36909189	+	1635	255	286	317	297	253	224
Interval_13815	chr3	36911837	36913928	+	2092	108	128	87	136	77	102
Interval_13816	chr3	36922960	36925678	+	2719	448	484	375	539	291	412
Interval_13817	chr3	36943673	36945922	+	2250	996	962	1135	1114	998	928
Interval_13818	chr3	36989314	36994774	+	5461	1594	1661	1628	1808	1359	1455
Interval_13819	chr3	37174753	37177651	+	2899	1394	1517	1514	1663	1283	1455
Interval_13820	chr3	37242169	37244950	+	2782	1517	1530	1554	1735	1345	1422
Interval_13821	chr3	37451547	37452049	+	503	16	18	41	18	37	13
Interval_13822	chr3	37993544	37995109	+	1566	349	334	508	440	404	344
Interval_13823	chr3	37998535	37999619	+	1085	81	106	97	123	82	106
Interval_13824	chr3	38023704	38026015	+	2312	572	615	659	670	514	509
Interval_13825	chr3	38038756	38040257	+	1502	252	231	404	280	357	236
Interval_13826	chr3	38135712	38139919	+	4208	2080	2092	2024	2309	1790	1995
Interval_13827	chr3	38163976	38167272	+	3297	1421	1456	1338	1587	1139	1394
Interval_13828	chr3	38346348	38347913	+	1566	630	654	692	733	597	596
Interval_13829	chr3	38453047	38456130	+	3084	616	741	935	787	794	668
Interval_13830	chr3	38496048	38497446	+	1399	472	509	518	594	448	466
Interval_13831	chr3	38649024	38650292	+	1269	95	109	183	91	130	99
Interval_13832	chr3	39051365	39053276	+	1912	723	724	716	818	644	668
Interval_13833	chr3	39106513	39108373	+	1861	913	920	1065	1047	942	858
Interval_13834	chr3	39146679	39146940	+	262	5	2	3	4	13	2
Interval_13835	chr3	39147171	39148210	+	1040	42	43	53	45	40	35
Interval_13836	chr3	39151901	39154564	+	2664	826	861	944	960	803	806
Interval_13837	chr3	39177676	39178493	+	818	57	66	88	64	66	83
Interval_13838	chr3	39180480	39181491	+	1012	52	51	64	49	62	43
Interval_13839	chr3	39382941	39385460	+	2520	1027	1112	1173	1219	1051	1057
Interval_13840	chr3	39405736	39408357	+	2622	825	874	920	953	723	828
Interval_13841	chr3	40308759	40311226	+	2468	994	1024	1037	1190	871	955
Interval_13842	chr3	40452199	40454245	+	2047	546	586	589	666	426	546
Interval_13843	chr3	40456329	40458647	+	2319	1056	1109	1127	1219	985	1023
Interval_13844	chr3	40476549	40477923	+	1375	281	344	380	417	313	303
Interval_13845	chr3	40505493	40506848	+	1356	256	283	312	296	261	260
Interval_13846	chr3	40524185	40525952	+	1768	814	792	803	898	690	736
Interval_13847	chr3	40971693	40972766	+	1074	45	48	64	60	46	48
Interval_13848	chr3	41198490	41202178	+	3689	1333	1387	1338	1453	1114	1320
Interval_13849	chr3	41202184	41202488	+	305	3	11	6	5	1	3
Interval_13850	chr3	41960917	41962956	+	2040	958	1016	1030	1095	863	901
Interval_13851	chr3	42012404	42015939	+	3536	1383	1435	1321	1536	1100	1244
Interval_13852	chr3	42129111	42129495	+	385	13	12	10	10	12	9
Interval_13853	chr3	42159102	42163057	+	3956	625	689	428	718	346	543
Interval_13854	chr3	42163479	42163719	+	241	14	4	5	6	2	8
Interval_13855	chr3	42175076	42175907	+	832	22	35	36	25	23	22
Interval_13856	chr3	42192628	42196513	+	3886	142	175	644	210	567	149
Interval_13857	chr3	42501592	42503194	+	1603	222	221	298	270	260	227
Interval_13858	chr3	42580502	42583179	+	2678	956	936	951	1030	740	874
Interval_13859	chr3	42589974	42592193	+	2220	544	538	560	619	401	483
Interval_13860	chr3	42599494	42602542	+	3049	905	884	915	1041	784	832
Interval_13861	chr3	42653968	42654976	+	1009	14	22	69	13	62	13
Interval_13862	chr3	42659557	42660021	+	465	6	9	15	11	13	5
Interval_13863	chr3	42663940	42664455	+	516	13	17	29	24	15	12
Interval_13864	chr3	42772630	42773972	+	1343	142	117	167	144	135	109
Interval_13865	chr3	42802789	42805383	+	2595	1110	1217	1249	1371	1060	1130
Interval_13866	chr3	42839635	42840464	+	830	26	32	34	31	39	27
Interval_13867	chr3	42880473	42881611	+	1139	170	196	217	206	224	166
Interval_13868	chr3	43285784	43288980	+	3197	621	618	635	648	520	545
Interval_13869	chr3	43621117	43622916	+	1800	345	370	431	383	382	321
Interval_13870	chr3	43649461	43650078	+	618	14	22	52	20	39	16
Interval_13871	chr3	43689983	43692004	+	2022	751	763	845	886	709	705
Interval_13872	chr3	43769302	43769999	+	698	18	24	34	26	29	19
Interval_13873	chr3	43893680	43894916	+	1237	89	96	112	93	100	95
Interval_13874	chr3	43994686	44000117	+	5432	890	935	1244	1032	1077	818
Interval_13875	chr3	44337447	44340157	+	2711	765	783	942	867	735	731
Interval_13876	chr3	44476101	44478204	+	2104	412	448	431	499	329	396
Interval_13877	chr3	44509443	44511509	+	2067	624	601	658	712	543	581
Interval_13878	chr3	44554742	44556365	+	1624	444	448	438	523	395	405
Interval_13879	chr3	44580877	44581298	+	422	16	18	17	14	14	12
Interval_13880	chr3	44624376	44626047	+	1672	443	465	483	553	412	426
Interval_13881	chr3	44647828	44649548	+	1721	656	648	751	733	623	606
Interval_13882	chr3	44684916	44686036	+	1121	196	189	212	216	183	167
Interval_13883	chr3	44760698	44763406	+	2709	1161	1144	1180	1263	977	1094
Interval_13884	chr3	44861296	44862929	+	1634	395	446	438	524	372	415
Interval_13885	chr3	44974711	44977611	+	2901	1397	1408	1433	1547	1168	1278
Interval_13886	chr3	45225183	45226780	+	1598	50	44	133	44	100	42
Interval_13887	chr3	45387890	45389910	+	2021	630	663	675	738	546	622
Interval_13888	chr3	45593252	45597888	+	4637	924	1034	838	1034	751	931
Interval_13889	chr3	45664483	45665264	+	782	48	65	85	67	55	36
Interval_13890	chr3	45687920	45691102	+	3183	993	1026	1012	1089	861	1006
Interval_13891	chr3	45796218	45796649	+	432	5	1	9	4	16	3
Interval_13892	chr3	45841155	45842678	+	1524	532	525	640	596	562	496
Interval_13893	chr3	45994509	45996233	+	1725	771	838	826	895	698	755
Interval_13894	chr3	46407241	46407642	+	402	3	3	18	6	9	3
Interval_13895	chr3	46558421	46559020	+	600	64	58	81	48	59	35
Interval_13896	chr3	46629769	46630227	+	459	9	10	27	11	29	9
Interval_13897	chr3	46693124	46694150	+	1027	29	32	52	23	49	25
Interval_13898	chr3	46812219	46812927	+	709	12	15	36	17	27	14
Interval_13899	chr3	46845078	46846896	+	1819	218	246	321	216	263	231
Interval_13900	chr3	46882664	46882927	+	264	1	2	14	2	10	2
Interval_13901	chr3	46892186	46892901	+	716	17	16	38	15	27	8
Interval_13902	chr3	46898649	46899043	+	395	2	2	14	5	9	5
Interval_13903	chr3	46926051	46927215	+	1165	35	41	71	38	50	32
Interval_13904	chr3	46966609	46966948	+	340	6	6	12	6	8	6
Interval_13905	chr3	46974284	46977516	+	3233	876	911	931	1041	796	857
Interval_13906	chr3	46978300	46981167	+	2868	915	954	1025	1017	875	842
Interval_13907	chr3	46987389	46987705	+	317	4	13	9	9	3	10
Interval_13908	chr3	47008796	47010376	+	1581	256	252	259	296	202	247
Interval_13909	chr3	47161871	47165590	+	3720	1876	1997	1923	2098	1725	1855
Interval_13910	chr3	47281424	47284686	+	3263	1387	1459	1538	1588	1323	1340
Interval_13911	chr3	47379733	47382241	+	2509	1372	1394	1469	1608	1253	1303
